#{"t_start": 1684228389.0110462, "env_id": "ur5e-v0"}
r,l,t
-10.914294,1,1744.751285
-8.077454,1,1744.984072
-8.327213,1,1745.185296
-5.09988,1,1745.409577
-7.880795,1,1745.627942
-5.276693,1,1745.83266
-7.985461,1,1746.039131
-7.992708,1,1746.301251
-10.999969,1,1746.524017
-4.836179,1,1746.736271
-7.898712,1,1746.957524
-5.009606,1,1747.185428
-8.187883,1,1747.38708
-4.995756,1,1747.596543
-7.907145,1,1747.813371
-8.110286,1,1748.029108
-8.001793,1,1748.292257
-7.915047,1,1748.522335
-4.992062,1,1748.734321
-5.02174,1,1748.941958
-10.909169,1,1749.159339
-4.965557,1,1749.375786
-7.918833,1,1749.587963
-5.374001,1,1749.802083
-5.024602,1,1750.020125
-8.042251,1,1750.276834
-7.994512,1,1750.492785
-4.97244,1,1750.702739
-5.076969,1,1750.915406
-5.50254,1,1751.127817
-5.282344,1,1751.349502
-8.076648,1,1751.554543
-8.107073,1,1751.758976
-7.662632,1,1751.970862
-4.734581,1,1752.229413
-5.073149,1,1752.457323
-7.986444,1,1752.670403
-8.145179,1,1752.875363
-7.060474,2,1753.24106
-7.713319,1,1753.44965
-8.168491,1,1753.664901
-14.64465,10,1757.343169
-11.030227,1,1757.563154
-10.077798,2,1757.967462
-8.022471,1,1758.171596
-7.992426,1,1758.378655
-11.904279,3,1758.913027
-7.975776,1,1759.123367
-6.991334,2,1759.49465
-4.956891,1,1759.709754
-5.06901,1,1759.983824
-5.001651,1,1760.206553
-12.032187,3,1760.727011
-5.078738,1,1760.935109
-5.10237,1,1761.153053
-9.855087,2,1761.522718
-12.024643,3,1762.03922
-10.114298,2,1762.421036
-8.113031,1,1762.632281
-4.47575,1,1762.832879
-13.613059,2,1763.190607
-8.265568,1,1763.395173
-7.971526,1,1763.603355
-7.045096,2,1763.968071
-7.980593,1,1764.16861
-8.161387,1,1764.375849
-7.819534,1,1764.591338
-5.243246,1,1765.184199
-7.393653,1,1765.437966
-3.04937,1,1765.651684
-16.701125,11,1769.511217
-19.123464,12,1773.456841
-8.360507,1,1773.671652
-7.919899,1,1773.888053
-5.003905,1,1774.105434
-5.249217,1,1774.334296
-7.633372,1,1774.554445
-5.286396,1,1774.759579
-10.965624,1,1774.97477
-10.418905,2,1775.358882
-7.562805,1,1775.625523
-8.213333,1,1775.837322
-12.007461,3,1776.371069
-7.616176,1,1776.639358
-5.012543,1,1776.847855
-7.917933,1,1777.064996
-7.962092,1,1777.275221
-7.962227,1,1777.497316
-8.448599,1,1777.719616
-5.16573,1,1777.919019
-8.063669,1,1778.132594
-8.300478,1,1778.328443
-7.787208,1,1778.539434
-5.121087,1,1778.789296
-7.971054,1,1778.999721
-8.205827,1,1779.271175
-8.117186,1,1779.480211
-7.452576,1,1779.686327
-5.031302,1,1779.893318
-7.769013,1,1780.09536
-7.484409,1,1780.302188
-8.416394,1,1780.501863
-8.207104,1,1780.705613
-8.509829,1,1780.911888
-8.157728,1,1781.120495
-8.064977,1,1781.344859
-3.557645,1,1781.60325
-16.542613,11,1785.323908
-6.989388,2,1786.273038
-7.99721,1,1786.700416
-16.855829,8,1788.550442
-7.973996,1,1788.770488
-10.992184,1,1789.013654
-19.000073,5,1789.758876
-7.999732,1,1789.971262
-20.075262,11,1792.238804
-5.008246,1,1792.44239
-14.996495,11,1794.9334
-11.001066,1,1795.292099
-7.991102,1,1795.709268
-10.009537,2,1796.323039
-19.958889,12,1798.814063
-15.003142,3,1799.339705
-4.96719,1,1799.576733
-13.005508,2,1800.023212
-12.003544,3,1800.676039
-10.004843,2,1801.118921
-17.185566,12,1806.276871
-22.833289,12,1808.787901
-19.0069,5,1809.865447
-23.118536,13,1812.899086
-26.626764,13,1816.269542
-18.875952,8,1818.144487
-17.7263,11,1821.197766
-8.028844,1,1821.50637
-10.99456,1,1821.886748
-19.004078,8,1823.74502
-7.999978,1,1824.168417
-6.985166,2,1824.817181
-10.031589,2,1825.288425
-4.998909,1,1825.597446
-8.006562,1,1825.927566
-7.967489,1,1826.238841
-5.00078,1,1826.549577
-10.001388,2,1827.098402
-7.995968,1,1827.393808
-7.993484,1,1827.681075
-11.03104,1,1827.818037
-8.009315,1,1828.165529
-22.732618,15,1832.3196
-20.630736,11,1835.318824
-7.952166,1,1835.576768
-16.64398,13,1838.668115
-7.988129,1,1838.887111
-18.043832,14,1841.918855
-8.003706,1,1842.153167
-8.005055,1,1842.424612
-18.079444,6,1843.916937
-12.997444,2,1844.653369
-6.955882,2,1845.020239
-4.948525,1,1845.230577
-18.946944,10,1848.735865
-9.99467,2,1849.123785
-7.804417,1,1849.339826
-10.069911,2,1849.714541
-10.043916,2,1850.084956
-10.951428,1,1850.297615
-4.835061,1,1850.525722
-5.002783,1,1850.731684
-10.913627,9,1854.017981
-14.492038,11,1858.889049
-14.479984,12,1863.928684
-14.358307,12,1869.208623
-15.061031,12,1873.943909
-8.033324,1,1874.166473
-4.979511,1,1874.419815
-8.025019,1,1874.632684
-5.154071,1,1874.85239
-8.010705,1,1875.065526
-5.026847,1,1875.27439
-7.925602,1,1875.489276
-4.866121,1,1875.69687
-7.894265,1,1875.900475
-7.848929,1,1876.113237
-5.300846,1,1876.329364
-5.09404,1,1876.544692
-8.085292,1,1876.808731
-4.967444,1,1877.015148
-5.079759,1,1877.237581
-7.954515,1,1877.45161
-8.083508,1,1877.662228
-4.800177,1,1877.874669
-5.006441,1,1878.086518
-10.167043,2,1878.462809
-6.77944,2,1878.844092
-4.904678,1,1879.060583
-8.33208,1,1879.282322
-8.318934,1,1879.545906
-8.402532,1,1879.760685
-4.993241,1,1879.981706
-10.184343,2,1880.347526
-7.997338,1,1880.566005
-5.216476,1,1880.76592
-5.052818,1,1881.154315
-9.698752,1,1881.488379
-14.52332,12,1885.7143
-16.849152,12,1890.320961
-6.995171,2,1890.701735
-4.903983,1,1890.955996
-4.918017,1,1891.167651
-7.870612,1,1891.383426
-7.901779,1,1891.5906
-6.882998,2,1891.969381
-5.160328,1,1892.179284
-6.98483,2,1892.565325
-4.877198,1,1892.824241
-7.772113,1,1893.033915
-8.014364,1,1893.250583
-8.004896,1,1893.461202
-7.995959,1,1893.67251
-8.007358,1,1893.894617
-4.906696,1,1894.097114
-7.740182,1,1894.31036
-8.15691,1,1894.515202
-5.05089,1,1894.732299
-7.856528,1,1895.003593
-4.998009,1,1895.221433
-5.277597,1,1895.419468
-7.856515,1,1895.634073
-8.162896,1,1895.846268
-8.03903,1,1896.055969
-5.061526,1,1896.268707
-6.11724,1,1896.472134
-18.531031,15,1901.44503
-17.673435,12,1905.946151
-22.70529,15,1911.183625
-18.51249,13,1916.253044
-10.674175,9,1920.164258
-4.974225,1,1920.414106
-12.927609,11,1922.755148
-5.046681,1,1922.962862
-7.917959,1,1923.182423
-10.064254,2,1923.545335
-7.984493,1,1923.754864
-7.988137,1,1923.96432
-4.816732,1,1924.183112
-5.000726,1,1924.459804
-5.072166,1,1924.661956
-7.997543,1,1924.931852
-7.887542,1,1925.146712
-8.016344,1,1925.36338
-12.960545,5,1926.250098
-10.163713,2,1926.625942
-8.198194,1,1926.837621
-13.023837,11,1929.096239
-8.315089,1,1929.316644
-9.963127,2,1929.734922
-8.045563,1,1929.954942
-8.020857,1,1930.161386
-4.94529,1,1930.36901
-4.877522,1,1930.592048
-8.048051,1,1930.79841
-8.087052,1,1931.012419
-7.996935,1,1931.217121
-8.349507,1,1931.432785
-8.162315,1,1931.695965
-7.971864,1,1931.93327
-8.113589,1,1932.135044
-18.162795,11,1935.901995
-5.244574,1,1936.116318
-4.891854,1,1936.380885
-7.911021,1,1936.607604
-8.079603,1,1936.810188
-11.124213,1,1937.036971
-5.027382,1,1937.245364
-8.081805,1,1937.462917
-8.00119,1,1937.670076
-8.060367,1,1937.88655
-5.0111,1,1938.111218
-7.914869,1,1938.321649
-9.868371,2,1938.741066
-7.906243,1,1938.951151
-7.992836,1,1939.170083
-4.695735,1,1939.387103
-8.054998,1,1939.588327
-8.029251,1,1939.811146
-7.925522,1,1940.022748
-5.016665,1,1940.232212
-5.215893,1,1940.451568
-7.693099,1,1940.708208
-14.589632,11,1943.007402
-8.02395,1,1943.424278
-7.910098,1,1943.604834
-7.917804,1,1943.810001
-7.99395,1,1944.021802
-4.795449,1,1944.233373
-7.848687,1,1944.450401
-7.997036,1,1944.706206
-8.007667,1,1944.913688
-8.306643,1,1945.13233
-8.106672,1,1945.344556
-8.011829,1,1945.559722
-8.170009,1,1945.774681
-4.982079,1,1945.985418
-7.028825,2,1946.361238
-18.618014,12,1950.478686
-14.688315,10,1954.50662
-17.044597,11,1958.710314
-5.011791,1,1958.915537
-7.898756,1,1959.130424
-8.197105,1,1959.335622
-5.019659,1,1959.544634
-8.071738,1,1959.754443
-7.94354,1,1959.969362
-5.039217,1,1960.185086
-7.925631,1,1960.399532
-5.011165,1,1960.655065
-8.110319,1,1960.868653
-5.029916,1,1961.084074
-7.827241,1,1961.2917
-8.094341,1,1961.505278
-8.018394,1,1961.723299
-8.025147,1,1961.933773
-8.034582,1,1962.158313
-7.923881,1,1962.420003
-8.024491,1,1962.636078
-8.071859,1,1962.857707
-12.980206,2,1963.219906
